Time,avg_amount,tx_frequency,amount_std,hour_std,fraud_ratio,v1_mean,v2_mean,v3_mean,v4_mean
23,77.57621527777778,288,257.6686222615582,0.0601285165746586,0.024305555555555556,-0.3401969955891283,0.16424709555004557,0.9893841610111358,0.7862259004447506
24,67.33078014184397,282,180.9846306330122,0.054999913576765494,0.01773049645390071,-0.7523616385619604,0.3964293721390708,1.1397002464328512,0.5150952941034052
25,51.03482394366197,284,152.30246720333628,0.06026112068220398,0.0,-0.6829329820073659,0.4310758603748793,1.1363016520756568,0.45125811475485
26,101.29298245614035,285,342.4653116635819,0.05646543624091362,0.0,-0.5406858538492254,0.12895377780410341,1.069644457002445,0.4767848498089553
27,42.77508650519031,289,118.90061453827433,0.024992669976377124,0.0,0.17118520465721787,0.2234596761197883,1.071927755626497,0.2257731730115562
28,29.018505338078292,281,72.21874625974503,0.006669030930209309,0.0,0.5482235757371854,0.046028361200793726,0.9918081935258732,-0.06517258609945241
29,58.61863157894737,285,179.70931874822682,0.036243425531968965,0.010526315789473684,-0.05767522770316229,0.23384878520373953,0.9487736222563724,0.5575788929057467
30,54.705140845070424,284,104.26274232138657,0.045466753936375046,0.007042253521126761,-0.3002896627965442,0.07819381875318329,0.9441985534930095,0.2722571134522302
31,60.67863157894737,285,125.96687247785918,0.06378724605962349,0.014035087719298246,-0.4357005934862994,0.427618284152945,0.9123653284685211,0.6447624329557952
32,60.41028070175439,285,134.5034772048761,0.06851218123148821,0.007017543859649123,-0.13513138128644286,0.3320606743244896,0.969489585052643,0.6802864491091263
33,50.13740350877193,285,161.3112961068914,0.06179552765550758,0.007017543859649123,-0.0004710780324519663,0.4557398995899995,0.8358796294196658,0.6817406932993092
34,57.90526315789474,285,140.23845495532947,0.03083050720633183,0.0,0.3134725201832922,0.01380708108993045,0.9369621033956704,0.3163341033438518
35,91.32428070175439,285,151.53619067080817,0.09146244695881035,0.0035087719298245615,-0.34290142398300455,0.3790087604012375,1.0408855184556671,0.8573462189866681
36,73.4105985915493,284,137.1838318466689,0.11069244864445375,0.01056338028169014,-0.2806100126532777,0.4361151764988624,1.022478749929768,0.8147647969087397
37,72.43985964912281,285,173.3096051460961,0.08565994812792756,0.014035087719298246,-0.4533533295128469,0.44009043993931174,0.7081240134991621,0.6038160197963258
38,63.16343859649123,285,146.88618507162263,0.058207000484491386,0.007017543859649123,-0.15145024560863482,0.1898482687113462,0.7310130216940252,0.22928364673812646
39,57.27635087719298,285,183.16788012606483,0.05462887588086717,0.0035087719298245615,-0.14268941986770192,0.3460222067482842,0.8747381361383889,0.3762112395774618
40,12.057894736842105,285,40.47898963524522,0.0022247140985764673,0.0,0.8669518424786039,-0.3827857361484926,0.7283513557120909,-0.5386319626480698
41,45.56785211267606,284,97.09013912056959,0.0584602725859872,0.01056338028169014,-0.10709115272440699,0.3910611884538191,0.5441444162145371,0.3928844862874478
42,39.036468531468536,286,67.68352634661584,0.06389127541761151,0.006993006993006993,-0.22209924905288728,0.3336820403582702,0.5901346770941394,0.17448309083209362
43,63.04263157894737,285,125.14731460948691,0.04540655230544317,0.007017543859649123,-0.39128885791676354,0.31808632356516925,0.5973341373874085,0.3213971252513597
44,77.18428070175439,285,187.97155215895748,0.04411444552727433,0.0,-0.0632334216379356,0.16620230164647126,0.861327351200511,0.27543600712697286
45,85.19151408450703,284,196.51683592940964,0.03916455512202028,0.0,-0.485859370907109,0.28922560313158757,0.45845691590170784,0.3576124662808295
46,115.02644366197183,284,269.3555611779428,0.05301501051196887,0.0,-0.4351243933310706,0.3383002605200991,0.5596894358478913,0.7049403547998562
47,55.74575438596491,285,100.99344851089384,0.046924547447647354,0.0,-0.4897810891944952,0.49444624915720936,0.4922428295643848,0.6604950577116995
48,76.70445614035089,285,190.01531457591196,0.04330267811004559,0.0,-0.4112176666562692,0.3741705571751161,0.5122169699253104,0.48950231298346025
49,68.69891228070175,285,131.82238251091863,0.041151393724010665,0.014035087719298246,-0.31513913514097336,0.37587033632301414,0.5288058715619532,0.41296070081444924
50,72.11466666666666,285,182.78735858196228,0.03518906428886224,0.0035087719298245615,-0.16269371317146164,0.0984853954662481,0.7431004677695703,0.23707227023493788
51,85.51652631578948,285,211.75945093282118,0.026525544812272924,0.0,-0.13352153347018536,0.1266815732021172,0.76211311843147,0.1145844316728285
52,65.73908450704226,284,136.53088020161908,0.030211724679951216,0.0,-0.25382203700199746,0.2907566277574894,0.5943259846376265,0.2065755751405165
53,73.57814035087719,285,228.05647293970532,0.026628219216083878,0.010526315789473684,-0.5810744326593512,0.20403661155170563,0.48028509082313875,0.24821379810449232
54,102.45080139372823,287,260.9790109257086,0.025492147680127454,0.017421602787456445,-0.7122554959994666,0.27320476480750255,0.23292307331890844,0.36969760489530196
55,121.45628975265016,283,468.2762528080904,0.024046870952761607,0.014134275618374558,-0.5144933964528051,0.19457480641203767,0.24476434233612746,0.42847148751264263
56,70.56992957746479,284,172.58600200576595,0.01987667205156401,0.0,-0.24687089877242224,0.20851911273472512,0.5632872705503931,0.3714768098924922
57,78.10442105263158,285,150.6715691475985,0.01980863597100417,0.0035087719298245615,-0.07009692507201161,0.06053310181046705,0.6546047659343511,0.3200746900723183
58,70.88761403508772,285,187.71349584715634,0.022494993745257177,0.0035087719298245615,-0.21740111856122696,0.07141489914037677,0.5958230346468958,0.1736837194632842
59,79.09242105263158,285,163.0464775592223,0.01938534314912801,0.0035087719298245615,-0.17124390765933856,-0.047664739432692525,0.778932867695775,-0.09699952655049297
60,66.42381118881119,286,159.50469993345794,0.019614179147596854,0.006993006993006993,-0.23056517383600608,0.2955761498092865,0.3956193625835362,0.4437997606654465
61,75.9906338028169,284,248.2344471222976,0.014923160703574034,0.01056338028169014,-0.1931495770138391,0.1813319947390039,0.24960750874784274,0.15268270280687438
62,96.12482394366198,284,217.58761722564435,0.0183174053660916,0.0,-0.10699329458191598,-0.02243579837859266,0.7321576637414469,0.13479341053086796
63,82.81305263157896,285,149.43152629030948,0.020805094297020963,0.0,-0.047703512112576285,0.08275434768769098,0.4778361823274143,0.1491240311516835
64,99.13414035087719,285,334.83299521749393,0.020865120484400937,0.007017543859649123,-0.10626312417271826,0.07998107058337435,0.4231353376890288,0.3060050749356055
65,141.60272727272726,286,453.95552214414965,0.01707376999223307,0.0034965034965034965,-0.27909283501256654,-0.030434576500834584,0.42687576245614,0.12272568964990434
66,78.55292253521127,284,176.16782245177566,0.018711008840078317,0.0035211267605633804,-0.07978806099220206,0.1695907414625224,0.530195578606954,0.07050034988872295
67,80.86767605633803,284,175.33141837529246,0.016995795267566977,0.0,-0.34675360687142504,0.10948686905236428,0.533849044133918,0.08470242297373773
68,88.34449122807018,285,242.89454297538805,0.017634034950584028,0.0,-0.35786763442109754,0.23935919431939467,0.31570194477421737,0.1080051354622821
69,95.43792982456141,285,498.2929404034445,0.017787655841508102,0.0,-0.4397468790408126,0.030948619331620582,0.5264602299727704,0.20098865081418146
70,84.35638596491228,285,179.98426876854066,0.01638413368323483,0.0035087719298245615,-0.12353991006311178,-0.06415102749204518,0.7009670738239033,0.19120714096450372
71,74.9217192982456,285,139.5056862067114,0.017610661104580174,0.0,-0.32054641255975924,0.05246700583754526,0.7672072432403427,-0.05074647704853665
72,75.45475352112676,284,166.03093369536683,0.015174597804242636,0.0,-0.0958194462001909,0.06355329009783624,0.6179334597858512,-0.0044655320743763995
73,88.58891228070175,285,214.1323214576137,0.014471440920792597,0.0,-0.3574331926481921,0.048209838806345336,0.7223926779022811,0.18781801976752072
74,80.20122807017543,285,150.65417895353121,0.013316577146962993,0.0,0.0323562515250321,-0.11741281479829772,0.7568268788594144,0.05975178634056159
75,122.5240350877193,285,296.6737123072311,0.013247373201316375,0.0,-0.246670554390575,-0.03310360202651947,0.49734188807061147,0.1311608963504793
76,69.82543859649122,285,142.27946231775755,0.012180387397299701,0.0,-0.33424528708889295,0.22446627535633282,0.5977000808677502,0.23181851934427902
77,96.45701754385965,285,230.99848866468668,0.013096532507314967,0.0,-0.15799959232386693,-0.10017965277854314,0.6575311189442433,0.04439266746799829
78,84.54164335664336,286,226.22898802984818,0.014041601179082314,0.0,-0.4686569844478013,0.10831920364935721,0.5356180202288084,0.08814246990598533
79,107.9141052631579,285,294.18498499912005,0.012838602383292532,0.0,-0.18993834102273108,-0.2307200447052226,0.6445111280528323,-0.03879008134522965
80,77.7022105263158,285,137.91607119819014,0.011304892572792767,0.0,-0.34716284353879917,0.029555348285878188,0.5653667068397599,0.1709768856134111
81,132.69373239436618,284,497.26413134582975,0.010910666824536648,0.0035211267605633804,-0.1472716865847013,-0.082457102628629,0.4446817597487094,0.1352845494211912
82,99.43150877192983,285,183.6783365711169,0.011372172068793774,0.0035087719298245615,-0.021131643491709963,-0.12106007105383715,0.6753620005000592,0.09479500153437588
83,98.37781690140845,284,276.27804098443926,0.011437381118171946,0.0,-0.19976712980328082,-0.015713501324267735,0.5968687919638193,0.1978016122208485
84,133.90936842105262,285,367.28109712389136,0.010852437261540185,0.0,-0.17299661244514583,-0.270884446773697,0.5633994415348835,-0.1752720625379367
85,95.58270833333333,288,226.43023115167057,0.011623698904046345,0.0,-0.052944462153004655,-0.12060911269158736,0.7633042745425815,0.191019632589535
86,99.6654609929078,282,376.63125571594685,0.009561707851312898,0.0,-0.19490118464713213,-0.20952314051584278,0.8514559993351201,0.13034283631440338
87,108.7266077738516,283,220.82743203095978,0.009767746432448274,0.0,-0.13353628110827992,-0.3068867954426474,0.6267226929214805,0.06003172606498957
88,52.45986111111111,288,144.51425209961457,0.004318403550980157,0.0,0.3844100489666448,-0.2832902472629825,0.6694268018303011,-0.4920594809089825
89,118.34131205673759,282,362.68704135662654,0.010332645967926433,0.0,-0.17021285257184207,-0.3325041785610901,0.5987388840414258,0.12419774100216373
90,77.17104529616725,287,227.47127933890548,0.010000084697389455,0.0,0.04752550243632771,-0.06353532211411053,0.7064881007995149,0.19775858563553894
91,90.1143816254417,283,189.64947946376006,0.010148490423641857,0.0,-0.2715431156221123,0.016684322469489664,0.736054589572902,0.06949359518752186
92,120.18217543859649,285,360.4294294293572,0.011790226784601947,0.0,-0.10315735823321524,-0.1281972677288962,0.7334579455743018,0.13245428950658336
93,101.18897887323944,284,176.09608311473858,0.01187722703802511,0.0,-0.05685341017574803,-0.2162470867722168,0.7318724668371561,0.11055029100562686
94,79.63603508771929,285,157.61398843622166,0.009835136542847126,0.0035087719298245615,0.039515777035495504,-0.017812518106876844,0.7211295041317611,0.18947126699932465
95,106.42136842105263,285,230.16775425584092,0.011555861353371909,0.0,-0.20600807724787248,-0.007777180097361748,0.6545467911529614,0.038025741927490246
96,79.62726315789475,285,128.3713294065699,0.009509425636323088,0.0035087719298245615,-0.05086864199487144,-0.08722394495876779,0.7724309873088607,0.041746205342566144
97,105.27943661971831,284,216.26548132586726,0.010233009194740678,0.01056338028169014,-0.16188193215742397,-0.18633455277768746,0.7898208064261664,0.10494142103849867
98,124.48664335664336,286,260.6762449663298,0.010995673975826008,0.0,-0.10549066261366018,-0.3182868168811048,0.7007890049639552,0.2036120459599552
99,96.7661052631579,285,193.8892370457215,0.010892998178367445,0.0,-0.18552659279351658,-0.09105283651311766,0.6900437774002778,0.0635214016923396
100,75.05999999999999,285,174.73574589753005,0.009765538542679796,0.0,-0.17476146550217098,0.008105705446659403,0.6582139321044806,0.02848500472137247
101,98.83616197183099,284,176.54174822442488,0.011885086454833505,0.0,-0.05068058404190345,-0.23679007216372291,0.7515721877718821,0.1486049774747514
102,140.85764912280703,285,351.36769026134834,0.009843205533633312,0.0,-0.04441270201237605,-0.28069734576436783,0.6432468985775672,0.08862423782095588
103,131.96926829268293,287,262.5966046664159,0.01008437115203488,0.0,-0.0672204318957262,-0.29151965790883666,0.6214268706605,0.13840592408556723
104,122.13823321554771,283,330.9420979477082,0.010542517458810187,0.0035335689045936395,-0.12534922636387016,-0.26539981760250025,0.6904423158742795,0.06443656853878539
105,91.74475352112675,284,187.8553278182221,0.009844356937356101,0.0035211267605633804,-0.09909428689858547,-0.18807716706984837,0.8777310514735811,0.29736773520956383
106,91.62224913494809,289,157.40696395717535,0.010320134092698706,0.01730103806228374,-0.10827191522147739,-0.11131907293874102,0.7097390963041692,0.08660730596614787
107,97.5785409252669,281,221.65312482169216,0.009990696597164565,0.0035587188612099642,-0.4477849252064071,-0.30795542326853126,0.5593646246237953,0.3622899756258679
108,106.90722807017545,285,281.8229822975624,0.00967338101172177,0.0035087719298245615,-0.5398750134975285,-0.10355846772958996,0.7143974296080605,0.3279387099923315
109,105.36084210526316,285,261.1406139338867,0.011138875392365518,0.0,-0.16832075610677,-0.2426505588015911,0.6981544280789203,0.14736962650792548
110,104.12688811188812,286,192.87525045934703,0.009016362149341163,0.0,-0.19355942599500636,-0.1892349957697174,0.7628385365215824,0.04646246588386101
111,117.25678321678322,286,263.5426312292377,0.009785015459422832,0.0,-0.5685354870407707,-0.15228694360026407,0.6440501608182198,-0.0022232640143150114
112,124.55764912280702,285,344.990935311232,0.009494448558303215,0.0,-0.2739767618019397,-0.15628552149387492,0.5954865554932905,0.0935302675160497
113,125.04409252669039,281,307.9080076650538,0.011432459181053203,0.0,-0.08804123687092365,-0.21834801381103314,0.6468187621277507,0.13302084305394768
114,105.54362369337979,287,210.49471363253406,0.011582569684106824,0.0,-0.056679250384761716,-0.21253220062376432,0.7488559726376015,0.13773723716989508
115,123.81819787985867,283,321.40078157952934,0.009084468270389482,0.0,-0.14344875021919354,-0.24249691045659344,0.850506088633349,0.03858720196403649
116,123.96951219512195,287,292.14460305979304,0.009925516289717422,0.003484320557491289,-0.24183746466733025,-0.10552749544725704,0.6834255572308509,0.025663963842947755
117,95.40696864111499,287,227.66784371482453,0.009389550272628252,0.0,-0.1017796254239972,-0.021274174781726184,0.6112044569533713,0.2607705703596663
118,98.682,280,300.76960547698525,0.010121009746996286,0.0,0.0018015428720187434,-0.1946432753873091,0.7363715981319382,0.13658832882453828
119,119.74098245614036,285,308.34496366006107,0.009572027813913035,0.0,-0.07734771154409631,-0.2810520172436679,0.6546914062872558,-0.04640723114073717
120,111.90073170731708,287,203.33836275097215,0.010670892935585126,0.0,-0.25354062036258973,-0.27659960404845774,0.6864388224383939,-0.14194082296999153
121,114.17519434628976,283,266.55166251913994,0.01035500948835026,0.0,-0.41344064659972757,-0.2729381405232789,0.7546708172086235,0.07825917636246384
122,79.1934375,288,135.1582071032902,0.009594965174718629,0.0,-0.12262114579826042,-0.15804653443900782,0.7221623973765507,0.07272042040175439
123,126.3085460992908,282,235.7471376495976,0.010679141850164588,0.0,-0.04283724822674992,-0.29280323206790637,0.6379652289325684,0.1130372395700862
124,87.35154929577465,284,152.3005721484432,0.009767647240203075,0.0,-0.2173256214910023,-0.17518049497956995,0.7772594967770212,0.026785871937309393
125,95.8272027972028,286,168.166807309199,0.009705379724562953,0.0,-0.17588291230775716,-0.04046700364800479,0.8037798648382956,0.1687840602882916
126,143.4733449477352,287,361.2660125741415,0.00958442206035736,0.0,-0.3638883636422948,-0.38505645458020965,0.7329425157626371,0.1380939021220232
127,114.54897526501767,283,245.36301946273028,0.009866892047670108,0.0,-0.13985817667125786,-0.2583222631271028,0.7401370171135592,-0.003106916187545743
128,105.47300699300699,286,230.45271517292957,0.009878072824134535,0.0,-0.04137173218954993,-0.22553547278911015,0.6657079509192402,0.12286183710979065
129,125.275,282,507.32502905486143,0.008355267893388056,0.0,-0.217477417282607,-0.026258160697489444,0.6560046211624595,0.25844014304727875
130,84.80066202090593,287,150.84822059458708,0.010432417743926801,0.0,-0.04783810596981203,-0.017795573923367298,0.7521121305976403,0.10399567634532615
131,140.3713074204947,283,324.5763316337088,0.009864341446000995,0.0,-0.22432835938607149,-0.1459679507100947,0.6839634061601063,0.15159230092810144
132,142.23968641114982,287,378.00754010069454,0.010032222908155393,0.0,-0.414108894503957,-0.12265879483254755,0.5780353363334555,0.23498398777382254
133,93.90260563380282,284,163.4801693647239,0.01002766484811853,0.0,-0.3167204473281335,0.0028155331386488457,0.6716902375391102,0.1861571206041936
134,99.77407534246575,292,193.84248409832685,0.010345783882549855,0.0,-0.5954596506003833,0.07883195811283908,0.4933779058935935,0.05016223311109068
135,126.64296028880865,277,222.94508190320798,0.009812530844060167,0.0,-0.3511037041910564,-0.276436991343996,0.7386338507957951,-0.018790003875407756
136,104.89251748251748,286,221.6001883065529,0.010651596056871496,0.0,-0.24691101196486148,-0.00958580458812345,0.6814945236847629,0.12686570475762027
137,142.7693992932862,283,352.3386565054671,0.01006755780245724,0.0035335689045936395,-0.41009069982196455,-0.2549492365175345,0.5748609747881132,0.18599426510812478
138,100.23494983277592,299,229.7218053164154,0.009623809418639877,0.0,-0.13454504526541566,-0.18364901177390602,0.7295243890896919,0.15900795816087215
139,104.53136531365314,271,251.05881308890653,0.008551820971767838,0.0,-0.43844062431453806,-0.2756270841793856,0.6764510080628257,0.08963282476617819
140,135.43042253521125,284,322.11955006283455,0.00926344907310972,0.0035211267605633804,-0.21433369805642813,-0.24148527335940428,0.5855757154517012,0.18460295182364034
141,119.70142857142856,287,263.56287990541443,0.010112667294873704,0.0,-0.39279444165143035,-0.2701339669052599,0.7789140308344193,0.1630139525244492
142,168.78286219081272,283,417.62174918730136,0.01029900154777291,0.0035335689045936395,-0.4344292683911425,-0.6134958353777448,0.6044359842451007,0.09003945702172708
143,105.73479020979022,286,190.44909493769558,0.010410773175244721,0.0,-0.4944898724511834,-0.1166682124147132,0.7131481226582351,0.09409737192407631
144,135.3824381625442,283,321.6695218799033,0.010662629178443492,0.0,-0.5403107152382916,-0.25283078144522364,0.6943502632408678,0.05331454436984444
145,92.36608996539792,289,179.67234908571206,0.010050867728778612,0.006920415224913495,-0.20380167661200033,-0.22501596047029562,0.6601712263275223,0.23799170050134472
146,112.96523131672598,281,249.54590018679045,0.009266144926503097,0.0,-0.31056031595395633,-0.10643608285424809,0.7280418581719522,0.24755762190734276
147,91.85954545454545,286,210.35971475480392,0.009178534321853652,0.01048951048951049,-0.22599501805870204,-0.09237513199623376,0.6405851038589024,0.22293636446792423
148,118.51884615384616,286,274.15918701418354,0.011062556124549957,0.0,-0.39435848430080755,-0.2228068622637969,0.6114145223255337,0.2943171796144881
149,116.14712765957448,282,291.57913440652385,0.008873871676748765,0.031914893617021274,-0.30584175439111044,0.042966580934971944,0.28002378103842857,0.4580960236626616
150,93.36318181818181,286,185.20936049821108,0.009200087309273844,0.03146853146853147,-0.609004968903397,0.15950111547789642,0.31085062807842645,0.3323298785599244
151,132.53557491289197,287,291.97977862902127,0.009564701981965459,0.010452961672473868,-0.642142389047497,-0.0823833874079054,0.4445971969397479,0.2002167673968122
152,148.71024647887324,284,317.3131227035345,0.009095638204125168,0.0035211267605633804,-0.6742281858714119,-0.08792987872448774,0.24690128219681504,0.32227958592496403
153,119.87153846153846,286,301.757238148762,0.009510518633149678,0.01048951048951049,-0.3682503565694866,-0.08618168735789529,0.6278818463858711,0.23135307539595817
154,112.6920640569395,281,174.80381418896485,0.011173670829517236,0.0071174377224199285,-0.09785382635387087,-0.19151384596780424,0.6894141510506541,0.13246843369958416
155,77.43034965034965,286,139.78259449870575,0.010211347539370091,0.006993006993006993,-0.5219597906064414,0.11834233143214515,0.3514331135697117,0.19196832310975617
156,141.8718661971831,284,489.9794580121602,0.009588736929728505,0.0035211267605633804,-0.4163426739500607,-0.13066297309521585,0.7034971190922159,0.1727710613331428
157,114.00680701754385,285,321.1023860463017,0.008851639854257652,0.0,-0.28289926063364024,-0.1548485235437601,0.7168389785676904,0.11069205381150533
158,80.28282229965157,287,168.76614968579761,0.00926365685381307,0.003484320557491289,-0.36853217457447174,0.15531570086793703,0.5108359947799045,0.18180750886217295
159,75.52709219858156,282,158.87236288165417,0.01064821578760946,0.0,-0.23497496687365027,0.10045476172552348,0.6858982421994974,0.28222206114380527
160,66.03094736842105,285,114.8079553919607,0.00960047207368885,0.0035087719298245615,-0.31743261393741806,0.015199185228582985,0.6554203841688419,0.18508812319212645
161,110.51100346020762,289,254.36919009887768,0.010229431453201654,0.0,-0.36352565263901204,-0.08696898857939402,0.6158100609919968,0.2165143023710231
162,117.60248226950355,282,336.60924917493776,0.01038389821157053,0.0,-0.22241518485794062,-0.18176513238276712,0.6249465899735671,0.17766232541967616
163,93.06309859154929,284,191.7053193360656,0.009112485434466324,0.0,-0.3928572166958271,-0.24381985783791293,0.7094468255168865,0.11739730231733765
164,129.6200352112676,284,779.0417660669268,0.010295671229497092,0.007042253521126761,-0.3636595597186972,-0.28620695796810897,0.6126006803706063,0.21677652006814926
165,127.3041958041958,286,421.23807117293114,0.010863779834251422,0.0034965034965034965,-0.2501919287118279,-0.09715998968577884,0.6072992377914617,0.2270686786649615
166,141.3237894736842,285,405.94784100060707,0.008156349726218684,0.0,-0.3804868610550342,-0.16930831813206043,0.6855457886627663,0.18573907088477062
167,102.34685314685315,286,201.87436952934254,0.010997712485907661,0.0034965034965034965,-0.2448191590700652,-0.21477005549434017,0.6163429365989218,0.08392871998967806
168,119.89392226148411,283,295.2514523186355,0.009841919105825528,0.0035335689045936395,-0.3290622171321894,-0.15569472673250379,0.715258242274844,-0.13018967196802914
169,118.97919580419581,286,244.11758914840945,0.009984052520151008,0.0,-0.16981555713000313,-0.17103730076093462,0.8031062297363265,0.18995747959540704
170,144.77222614840989,283,451.62370440656235,0.008676696403856892,0.0,-0.4296681531254776,-0.17663758896903065,0.4721408654010763,-0.00582638645619793
171,132.13270175438598,285,386.925822038189,0.009111798322654366,0.0,-0.2749333051598582,-0.154535100545739,0.6165428138043667,0.16090526612625114
172,109.44698245614035,285,188.756699858751,0.00969593826675555,0.0,-0.3199767959553807,-0.2756193938122384,0.6853843899391514,-0.09780676693750993
173,142.43747368421052,285,389.73077478707074,0.01065433194479423,0.0,-0.16704358189884294,-0.2983976822360185,0.6585129884776348,0.06863147673670235
174,104.39206293706295,286,161.43960605252983,0.010083068776510174,0.0,-0.22453037582041982,-0.2622312778448903,0.6426601344560373,0.1744651331607993
175,119.49911971830986,284,240.34507095221332,0.010038412387226288,0.0,-0.15893896851536318,-0.1792534630564002,0.6796373148324809,0.18942356187598028
176,126.98762237762237,286,246.34963367797897,0.010004844857526283,0.0034965034965034965,-0.29856201404935734,-0.41576519694558506,0.5555165980645781,0.11041021431191612
177,126.01067137809186,283,363.14187875090795,0.01015697356572731,0.0035335689045936395,-0.24760373727602494,-0.16072142519000926,0.7559969571248879,0.08734237199607177
178,133.69066433566434,286,358.3174573239013,0.010129002634845391,0.0,-0.5460369282764953,-0.12517267758704845,0.6624704879497344,0.23094912238599274
179,98.6775,284,159.9886213701864,0.01048188179464875,0.0,-0.20082661604869778,-0.17465262883364327,0.7081047482837631,-0.002586749051975596
180,110.55587412587413,286,196.0491998393624,0.011474903508024058,0.0,-0.33498688135237215,-0.1413271540804143,0.6832981333614019,0.1942100376503621
181,73.3265371024735,283,146.51298450925702,0.010862253756174932,0.0,-0.1464955560871243,-0.0795854387150652,0.686700140335913,0.08489192490468216
182,106.79986062717771,287,227.45286654904814,0.01111769936645529,0.0,-0.17941126229181067,-0.04880535360874381,0.5390744553410338,0.020168689249377262
183,119.57745583038869,283,239.60793715443776,0.011770584295179,0.0,-0.248840712030932,-0.08194364053535169,0.7398476874514006,0.2305608449514749
184,97.91947368421053,285,234.66131804816555,0.013121482914315197,0.010526315789473684,-0.15520988529918037,0.09269250073860483,0.7437355293131296,-0.004760381534551914
185,106.74601398601399,286,199.03341680332682,0.012661803177994067,0.0,-0.35546529985038816,-0.2438100647111722,0.7237909327101214,0.0950246421483159
186,105.57644366197182,284,257.8920173381533,0.011018406560918811,0.0,-0.24134516481048918,-0.2108897552050404,0.622604844597458,-0.01816345318659512
187,96.05038461538462,286,201.38616746917285,0.011652037449315538,0.0,-0.2118580480306235,-0.02830434915539472,0.7075104325656374,0.12813982907069832
188,83.37024561403508,285,164.62932629500713,0.010236757556331934,0.007017543859649123,-0.29845216515635653,-0.0679043759891732,0.5754469406959931,0.11816706713325617
189,136.68304195804194,286,731.6677911098424,0.009792535744843824,0.0,-0.15076956611476394,-0.3327898295473765,0.7220039148433441,0.05895364348915453
190,97.74,282,209.12465867561426,0.01123896494918249,0.0,-0.294741953183492,0.005576065127419897,0.7623836679443994,0.054734057236843554
191,107.35264084507043,284,214.42045425576507,0.010025466048935784,0.0,-0.19488279138884543,-0.12949201443823213,0.76594736677964,-0.04203442602061093
